Time (s)	Potential (mV)
2932	48.3996644625
2934	47.644002825
2936	48.14777725
2938	48.3276966875
2940	48.7235194501
2942	48.5436000125
2944	48.3276966875
2946	48.3276966875
2948	48.2557289125
2950	48.7954872251
2952	49.1913099876
2954	48.7954872251
2956	48.7954872251
2958	48.2557289125
2960	48.4716322375
2962	48.9754066626
2964	48.8314711126
2966	48.7954872251
2968	49.0473744376
2970	48.8314711126
2972	48.6515516751
2974	48.8314711126
2976	48.8314711126
2978	49.3352455376
2980	48.7954872251
2982	48.7954872251
2984	48.0038417
2986	48.2557289125
2988	48.4716322375
2990	48.2557289125
2992	48.7235194501
2994	48.5795839
2996	47.787938375
2998	48.2557289125
3000	48.7954872251
3002	48.0038417
3004	48.5436000125
3006	48.2557289125
3008	48.3276966875
3010	48.2557289125
3012	48.8314711126
3014	48.219745025
3016	48.6515516751
3018	47.787938375
3020	48.219745025
3022	47.644002825
3024	48.2557289125
3026	47.0322767375
3028	47.5360511625
3030	46.99629285
3032	47.3921156125
3034	48.3276966875
3036	47.7159706
3038	48.075809475
3040	47.2481800625
3042	47.5360511625
3044	47.0322767375
3046	47.0322767375
3048	46.924325075
3050	46.42055065
3052	46.348582875
3054	46.2766151
3056	46.204647325
3058	46.4565345375
3060	46.4565345375
3062	45.916776225
3064	45.84480845
3066	45.84480845
3068	45.916776225
3070	46.4565345375
3072	46.2766151
3074	46.348582875
3076	46.2766151
3078	45.84480845
3080	46.348582875
3082	46.5285023125
3084	46.8523573
3086	46.4565345375
3088	46.348582875
3090	46.348582875
3092	46.4565345375
3094	45.84480845
3096	46.99629285
3098	45.8088245625
3100	45.84480845
3102	46.060711775
3104	47.068260625
3106	46.4565345375
3108	46.204647325
3110	46.348582875
3112	45.84480845
3114	46.4565345375
3116	46.4565345375
3118	47.2481800625
3120	47.3201478375
3122	47.4640833875
3124	46.4565345375
3126	46.99629285
3128	46.8523573
3130	46.780389525
3132	47.2481800625
3134	47.7159706
3136	47.5360511625
3138	47.644002825
3140	47.5360511625
3142	48.14777725
3144	48.14777725
3146	48.219745025
3148	48.3276966875
3150	48.3276966875
3152	48.4716322375
3154	48.3276966875
3156	48.14777725
3158	48.219745025
3160	48.7235194501
3162	48.1837611375
3164	48.075809475
3166	48.7954872251
3168	48.8314711126
3170	48.6515516751
3172	48.8314711126
3174	48.8314711126
3176	48.7954872251
3178	48.9034388876
3180	48.7954872251
3182	48.8314711126
3184	49.1913099876
3186	49.3352455376
3188	48.7235194501
3190	48.8314711126
3192	48.7235194501
3194	49.4072133126
3196	49.4431972001
3198	48.8314711126
3200	49.3352455376
3202	49.2632777626
3204	49.4431972001
3206	48.8314711126
3208	49.3352455376
3210	48.8314711126
3212	48.8674550001
3214	48.7954872251
3216	48.8314711126
3218	48.8314711126
3220	48.6515516751
3222	48.6515516751
3224	48.219745025
3226	48.2557289125
3228	48.219745025
3230	48.219745025
3232	48.219745025
3234	48.2557289125
3236	48.2557289125
3238	47.644002825
3240	47.3921156125
3242	47.1042445125
3244	47.5360511625
3246	46.060711775
3248	45.7368567875
3250	47.212196175
3252	48.3996644625
3254	47.3201478375
3256	45.988744
3258	46.5285023125
3260	46.3845667625
3262	48.0038417
3264	47.6799867125
3266	48.5795839
3268	46.780389525
3270	47.1762122875
3272	45.7368567875
3274	47.4640833875
3276	46.13267955
3278	47.787938375
3280	47.2481800625
3282	46.8523573
3284	45.7368567875
3286	45.5929212375
3288	45.916776225
3290	46.2766151
3292	46.780389525
3294	45.5929212375
3296	45.84480845
3298	44.9811951499
3300	46.6724378625
3302	46.2406312125
3304	48.8674550001
3306	46.3125989875
3308	47.1402284
3310	45.3770179125
3312	46.204647325
3314	46.13267955
3316	47.6080189375
3318	46.4565345375
3320	46.99629285
3322	46.780389525
3324	46.3125989875
3326	46.7444056375
3328	46.70842175
3330	47.5360511625
3332	46.3125989875
3334	46.8523573
3336	46.204647325
3338	48.0038417
3340	47.1402284
3342	48.3276966875
3344	47.1402284
3346	47.5360511625
3348	45.84480845
3350	47.2481800625
3352	47.068260625
3354	48.075809475
3356	48.2557289125
3358	47.7159706
3360	47.85990615
3362	46.99629285
3364	47.85990615
3366	48.1117933625
3368	49.3352455376
3370	47.7159706
3372	47.5360511625
3374	46.8523573
3376	48.1117933625
3378	47.85990615
3380	48.5795839
3382	47.6080189375
3384	48.3996644625
3386	46.8523573
3388	48.1117933625
3390	47.644002825
3392	48.9754066626
3394	48.0038417
3396	48.0398255875
3398	47.5360511625
3400	47.4640833875
3402	47.931873925
3404	48.1117933625
3406	48.5795839
3408	47.1042445125
3410	46.780389525
3412	46.780389525
3414	46.7444056375
3416	47.2481800625
3418	48.0038417
3420	47.2481800625
3422	47.068260625
3424	45.5209534625
3426	46.8523573
3428	46.204647325
3430	47.787938375
3432	46.6004700875
3434	46.780389525
3436	45.7368567875
3438	46.348582875
3440	46.6004700875
3442	46.780389525
3444	47.1042445125
3446	46.42055065
3448	45.8088245625
3450	45.7368567875
3452	46.6724378625
3454	45.5929212375
3456	46.4565345375
3458	44.9452112624
3460	45.7368567875
3462	44.9452112624
3464	45.988744
3466	45.4489856875
3468	46.348582875
3470	45.8088245625
3472	45.7368567875
3474	44.9811951499
3476	44.8012757124
3478	45.4489856875
3480	45.4489856875
3482	45.916776225
3484	45.4489856875
3486	45.1251306999
3488	44.9811951499
3490	45.3770179125
3492	45.5929212375
3494	45.8088245625
3496	44.8732434874
3498	45.3050501375
3500	44.8012757124
3502	45.5209534625
3504	45.5929212375
3506	45.8088245625
3508	45.6648890125
3510	45.6648890125
3512	44.9811951499
3514	45.3050501375
3516	45.3770179125
3518	46.2766151
3520	46.2766151
3522	46.924325075
3524	47.1402284
3526	45.916776225
3528	46.060711775
3530	46.3845667625
3532	47.4640833875
3534	46.7444056375
3536	46.780389525
3538	45.988744
3540	46.42055065
3542	46.99629285
3544	46.99629285
3546	46.924325075
3548	46.8523573
3550	46.8523573
3552	47.068260625
3554	46.7444056375
3556	46.7444056375
3558	47.5360511625
3560	47.4640833875
3562	46.6724378625
3564	46.780389525
3566	47.4640833875
3568	47.1042445125
3570	47.0322767375
3572	47.5360511625
3574	47.3201478375
3576	47.2481800625
3578	47.5360511625
3580	47.3921156125
3582	47.4640833875
3584	48.219745025
3586	47.931873925
3588	47.5360511625
3590	47.7159706
3592	48.2557289125
3594	48.6515516751
3596	48.6515516751
3598	48.219745025
3600	48.219745025
